id,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
tm368697,Unexpectedly Yours,MOVIE,2017,,120,6.8,178
tm452767,Next Enti?,MOVIE,2018,,157,4.6,159
ts85660,The Sound of Your Heart: Reboot,SHOW,2018,,34,5.9,134
ts119730,Luo Bao Bei,SHOW,2018,TV-Y,11,8,38
tm368006,Harith Iskander: I Told You So,MOVIE,2018,,61,4.6,172
ts58061,Memories of Love,SHOW,2018,TV-PG,44,5.9,16
tm834886,Wedy Atkalam,MOVIE,2018,,72,5.8,17
tm309251,Kanavu Variyam,MOVIE,2017,G,118,6.4,144
ts80671,We Speak Dance,SHOW,2018,TV-MA,22,7.5,148
tm320949,Simplemente Manu NNa,MOVIE,2017,,71,5.5,50
tm438423,For the Broken Hearted,MOVIE,2018,,92,6.7,94
tm325650,King of Peking,MOVIE,2017,,88,6.4,364
tm428877,BabamÄ±n Ceketi,MOVIE,2018,,100,4.9,854
tm478967,Until Midnight,MOVIE,2018,R,78,6.9,717
tm369456,Fakkah Fuzz: Almost Banned,MOVIE,2018,,60,4.3,56
tm447514,Vir Das: Losing It,MOVIE,2018,PG-13,67,7,1238
tm476959,What Did I Mess,MOVIE,2018,PG-13,100,7.1,695
ts84372,YG Future Strategy Office,SHOW,2018,TV-MA,27,6.9,204
tm362878,Dilan 1990,MOVIE,2018,,109,7,3294
tm449262,Ascharya Fuck It,MOVIE,2018,,90,5.4,904
tm407881,Fary Is the New Black,MOVIE,2018,,74,5.8,132
tm426994,Brij Mohan Amar Rahe!,MOVIE,2018,,100,7,3759
tm421161,W. Kamau Bell: Private School Negro,MOVIE,2018,,65,6.4,770
tm246330,Pandigai,MOVIE,2017,R,150,6.3,285
tm858471,The Bridge,MOVIE,2017,,115,5.6,36
tm465864,Hajwala 2: Mysterious Mission,MOVIE,2018,PG-13,115,4,91
tm493814,Satria Heroes: Revenge of the Darkness,MOVIE,2017,,92,4.4,69
tm491499,Fan of Amoory,MOVIE,2018,G,91,5.9,35
tm481189,Bogda,MOVIE,2018,,160,7.2,52
tm433087,Rise: Ini Kalilah,MOVIE,2018,,102,5.1,40
ts84341,What She Put on the Table,SHOW,2017,TV-14,85,7.3,30
tm332572,Meghnadbodh Rohoshyo,MOVIE,2017,,122,6.3,491
tm421125,The Suit,MOVIE,2018,,96,5.4,1608
ts250172,Afronta!,SHOW,2017,TV-PG,0,7.4,8
ts231159,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,TV-Y,30,4.2,9
tm332500,Finally Found Someone,MOVIE,2017,,118,5.7,229
tm436704,Super Monsters Save Halloween,MOVIE,2018,,24,5.4,27
tm441915,Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,G,26,5.3,95
tm460198,Catch.er,MOVIE,2017,,81,4.5,30
tm327926,Panoptic,MOVIE,2017,,79,6.2,59
tm458186,Komola Rocket,MOVIE,2018,,95,7.4,1017
tm478701,Lara and the Beat,MOVIE,2018,,137,6.7,146
ts78444,Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,4.8,48
tm426260,Si Doel the Movie,MOVIE,2018,,85,6.9,415
tm1146751,Bahasha,MOVIE,2018,,85,7,23
ts86497,Russian Doll,SHOW,2019,TV-MA,28,7.8,88945
tm441050,The Gentlemen,MOVIE,2019,R,113,7.8,314049
ts216679,Bridgerton,SHOW,2020,TV-MA,62,7.3,122036
ts87466,Demon Slayer: Kimetsu no Yaiba,SHOW,2019,TV-MA,25,8.7,88265
ts82915,Sex Education,SHOW,2019,TV-MA,52,8.3,251168
ts81007,After Life,SHOW,2019,TV-MA,28,8.5,124972
ts88361,"Love, Death & Robots",SHOW,2019,TV-MA,13,8.4,131937
ts76645,The Umbrella Academy,SHOW,2019,TV-14,52,8,202522
ts57327,The Witcher,SHOW,2019,TV-MA,58,8.2,465949
tm681578,The Rental,MOVIE,2020,R,88,5.7,29201
tm366227,Uncut Gems,MOVIE,2019,R,130,7.4,261956
ts87453,Space Force,SHOW,2020,TV-MA,30,6.7,61739
ts88613,Formula 1: Drive to Survive,SHOW,2019,TV-MA,38,8.6,36661
tm832345,365 Days,MOVIE,2020,,114,3.3,80198
ts89259,The Queen's Gambit,SHOW,2020,TV-MA,56,8.6,406350
ts89339,Selling Sunset,SHOW,2019,TV-MA,35,6.5,5482
ts82914,Dead to Me,SHOW,2019,TV-MA,31,8,73110
ts90234,I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,7.9,11411
ts81120,The Last Dance,SHOW,2020,TV-MA,50,9.1,108321
ts224901,The Stranger,SHOW,2020,TV-MA,45,7.3,46564
ts84146,Emily in Paris,SHOW,2020,TV-MA,29,6.9,84302
ts221904,Unbelievable,SHOW,2019,TV-MA,48,8.4,95658
ts82361,ULTRAMAN,SHOW,2019,TV-14,24,6.8,2025
ts254656,Jurassic World: Camp Cretaceous,SHOW,2020,TV-PG,24,7.5,7423
ts89840,Virgin River,SHOW,2019,TV-14,44,7.4,34797
ts235655,Outer Banks,SHOW,2020,TV-MA,49,7.5,43404
ts87953,Locke & Key,SHOW,2020,TV-14,48,7.4,72031
tm414584,Rambo: Last Blood,MOVIE,2019,R,101,6.1,95013
ts223986,The Circle,SHOW,2020,TV-MA,52,7.3,6380
tm427335,Freaks,MOVIE,2019,R,105,6.7,34111
tm417392,The King,MOVIE,2019,R,140,7.3,119020
ts252505,Are You Afraid of the Dark?,SHOW,2019,TV-PG,44,7.1,2151
tm369594,I'm Thinking of Ending Things,MOVIE,2020,R,134,6.6,79921
ts87248,In the Dark,SHOW,2019,TV-14,41,7.7,10927
ts103702,Young Wallander,SHOW,2020,TV-MA,45,6.8,11039
tm368699,The Devil All the Time,MOVIE,2020,R,138,7.1,122321
ts80962,Tuca & Bertie,SHOW,2019,TV-MA,24,7.3,6724
tm863808,My Octopus Teacher,MOVIE,2020,,84,8.1,51232
tm244149,The Irishman,MOVIE,2019,R,209,7.8,371209
tm827638,Synchronic,MOVIE,2019,R,102,6.2,28617
tm849022,Hillbilly Elegy,MOVIE,2020,R,116,6.7,40703
ts225651,Feel Good,SHOW,2020,TV-MA,25,7.5,10317
tm431321,21 Bridges,MOVIE,2019,R,99,6.6,64117
ts304505,Love Is Blind,SHOW,2020,TV-MA,54,6.1,7655
tm403709,Marriage Story,MOVIE,2019,R,136,7.9,290643
tm840196,The Trial of the Chicago 7,MOVIE,2020,R,130,7.7,170728
ts287836,Into the Night,SHOW,2020,TV-MA,36,7.1,30746
ts284800,Criminal: UK,SHOW,2019,TV-MA,44,7.6,17992
ts235758,Never Have I Ever,SHOW,2020,TV-14,28,7.8,45346
ts224303,The Daily Life of the Immortal King,SHOW,2020,TV-14,19,7.2,1211
tm827648,El Camino: A Breaking Bad Movie,MOVIE,2019,R,123,7.3,216847
tm849004,Eurovision Song Contest: The Story of Fire Saga,MOVIE,2020,PG-13,123,6.5,91043
ts242210,The Cursed,SHOW,2020,TV-MA,62,7.1,395
ts252758,Get Organized with The Home Edit,SHOW,2020,TV-PG,42,5.3,1454
tm453862,The Call,MOVIE,2020,,112,7.1,29450
ts237107,Sweet Magnolias,SHOW,2020,TV-14,50,7.3,17435
tm448792,In the Shadow of the Moon,MOVIE,2019,R,115,6.2,49894
ts219660,Alice in Borderland,SHOW,2020,TV-MA,47,7.6,47651
ts95997,Raising Dion,SHOW,2019,TV-G,43,7.1,14464
tm943790,Summerland,MOVIE,2020,PG,100,7,6052
ts55762,Kingdom,SHOW,2019,TV-MA,48,8.3,43760
tm847085,The Social Dilemma,MOVIE,2020,PG-13,94,7.6,79674
ts89564,Black Summer,SHOW,2019,TV-MA,39,6.5,28657
tm502532,Fantastic Fungi,MOVIE,2019,,81,7.4,7890
ts84633,The Promised Neverland,SHOW,2019,TV-MA,23,8.4,34730
ts88379,Dracula,SHOW,2020,TV-MA,88,6.8,45971
tm821789,Mank,MOVIE,2020,R,131,6.8,71244
tm417553,6 Underground,MOVIE,2019,R,127,6.1,168919
tm834851,I Care a Lot,MOVIE,2020,R,118,6.3,128172
tm845489,His House,MOVIE,2020,,93,6.5,38870
ts57213,The Dark Crystal: Age of Resistance,SHOW,2019,TV-PG,51,8.4,24164
ts82913,When They See Us,SHOW,2019,TV-MA,74,8.9,114127
ts241248,Cocomelon,SHOW,2019,TV-PG,8,4.9,522
ts80709,Another Life,SHOW,2019,TV-MA,42,5.2,35108
ts83082,Living with Yourself,SHOW,2019,TV-MA,26,7.2,30134
tm824398,The Platform,MOVIE,2019,,94,7,207877
ts218569,The Movies That Made Us,SHOW,2019,TV-PG,47,7.6,6147
ts113842,Giri/Haji,SHOW,2019,TV-MA,58,7.8,13570
ts223210,Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,TV-MA,62,8,50250
tm818266,The Forgotten Battle,MOVIE,2020,,124,7.1,26368
tm460948,Always Be My Maybe,MOVIE,2019,PG-13,101,6.8,54166
tm911973,Enola Holmes,MOVIE,2020,PG-13,123,6.6,160806
tm362198,Scary Stories to Tell in the Dark,MOVIE,2019,PG-13,108,6.2,73859
ts105825,The Valhalla Murders,SHOW,2019,TV-MA,46,7.1,13038
tm244207,Triple Frontier,MOVIE,2019,R,125,6.4,124218
tm372066,Fast Color,MOVIE,2019,PG-13,102,6,6194
tm832916,The Midnight Sky,MOVIE,2020,PG-13,118,5.6,81513
tm239927,Official Secrets,MOVIE,2019,R,112,7.3,45200
ts246072,Barbarians,SHOW,2020,TV-MA,47,7.2,23180
tm428856,I Am Mother,MOVIE,2019,PG-13,113,6.7,87891
ts219101,Marianne,SHOW,2019,TV-MA,49,7.4,14518
ts221200,The Haunting of Bly Manor,SHOW,2020,TV-MA,55,7.3,96015
ts83555,"Roswell, New Mexico",SHOW,2019,TV-14,42,6.2,11928
tm849003,The Old Guard,MOVIE,2020,R,125,6.6,155135
ts88577,Hollywood,SHOW,2020,TV-MA,50,7.5,35067
tm916405,The Outpost,MOVIE,2020,R,123,6.8,31819
ts84661,Cursed,SHOW,2020,TV-MA,55,5.8,29446
tm496322,Extraction,MOVIE,2020,R,116,6.7,192132
ts105047,To the Lake,SHOW,2019,TV-MA,43,7.2,12456
ts241486,PokÃ©mon Journeys: The Series,SHOW,2020,TV-Y7,22,6.9,472
ts107724,The Defeated,SHOW,2020,TV-MA,54,7,5597
tm499045,Occupation: Rainfall,MOVIE,2020,R,128,5.6,14122
ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,TV-MA,59,7.8,27439
tm444017,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,R,111,6.7,91162
ts103133,I Am Not Okay with This,SHOW,2020,TV-MA,21,7.5,56459
ts227305,Tiger King,SHOW,2020,TV-MA,44,7.5,76961
tm820190,Alive,MOVIE,2020,,98,6.3,37199
ts225522,Unorthodox,SHOW,2020,TV-MA,54,8,74118
tm943774,The Old Ways,MOVIE,2020,R,90,5.4,5708
tm470240,The Half of It,MOVIE,2020,PG-13,104,6.9,34959
tm426428,After,MOVIE,2019,PG-13,106,5.2,52180
tm458585,Dolemite Is My Name,MOVIE,2019,R,118,7.2,59836
ts89210,Warrior Nun,SHOW,2020,TV-MA,43,6.8,29164
ts104401,Ragnarok,SHOW,2020,TV-MA,47,7.5,36185
ts83657,The Order,SHOW,2019,TV-MA,48,6.7,27286
tm319470,The Professor and the Madman,MOVIE,2019,,124,7.2,44418
tm927718,The Paper Tigers,MOVIE,2020,PG-13,108,6.3,4144
tm919961,Pieces of a Woman,MOVIE,2020,R,127,7,47795
ts222988,Love on the Spectrum,SHOW,2019,TV-14,42,8.6,5210
tm1121246,Code 8,MOVIE,2019,,99,6.1,38850
tm925486,Jiu Jitsu,MOVIE,2020,R,102,2.9,8502
tm456436,Bad Trip,MOVIE,2020,,87,6.5,23979
ts90729,Away,SHOW,2020,TV-14,50,6.6,23706
tm432765,The Wind,MOVIE,2019,R,86,5.5,8078
ts224859,The Pharmacist,SHOW,2020,TV-MA,54,7.7,6989
tm417416,Five Feet Apart,MOVIE,2019,PG-13,116,7.2,61878
ts103329,Ghost in the Shell: SAC_2045,SHOW,2020,TV-14,25,6.2,2020
tm441231,Murder Mystery,MOVIE,2019,PG-13,97,6,120532
tm927037,The Water Man,MOVIE,2020,PG,92,5.4,3641
tm443615,Rebecca,MOVIE,2020,PG-13,121,6,40447
ts84663,The Politician,SHOW,2019,TV-14,43,7.5,21887
ts86165,The Society,SHOW,2019,TV-MA,56,7,27693
ts215683,The Untamed,SHOW,2019,TV-14,44,8.8,5963
tm447788,Fyre,MOVIE,2019,,98,7.2,44715
tm447963,Fractured,MOVIE,2019,R,99,6.4,70860
tm843444,Da 5 Bloods,MOVIE,2020,R,156,6.5,50236
ts85398,Our Planet,SHOW,2019,TV-G,50,9.3,41386
ts218802,The Family,SHOW,2019,TV-14,26,6.4,3491
ts129445,The Spy,SHOW,2019,TV-MA,53,7.9,40535
ts84993,Daybreak,SHOW,2019,TV-MA,44,6.7,19398
tm420826,The Highwaymen,MOVIE,2019,R,132,6.9,88714
tm919864,The Disciple,MOVIE,2020,,128,7.1,2471
tm927480,Kiss the Ground,MOVIE,2020,,84,8.2,6607
tm455636,The Dirt,MOVIE,2019,R,108,6.9,47603
tm983787,Ava,MOVIE,2020,R,96,5.4,53131
ts249891,The Comey Rule,SHOW,2020,TV-MA,82,7.4,8598
ts286390,Merli: Dare to Know,SHOW,2019,TV-MA,48,7.6,1711
ts236531,Too Hot to Handle,SHOW,2020,TV-MA,42,4.6,12001
tm850404,The Night Clerk,MOVIE,2020,R,90,5.5,14600
tm821143,Ma Rainey's Black Bottom,MOVIE,2020,R,94,6.9,50275
ts82912,Ratched,SHOW,2020,TV-MA,54,7.2,52731
tm449105,Polar,MOVIE,2019,R,118,6.3,87080
ts89014,DC Super Hero Girls,SHOW,2019,TV-PG,10,7.2,1193
tm460124,"Yes, God, Yes",MOVIE,2020,R,78,6.1,14496
tm678022,The Prom,MOVIE,2020,PG-13,130,5.9,26197
ts250801,Dark Desire,SHOW,2020,TV-MA,34,6.5,7135
ts281928,Unsolved Mysteries,SHOW,2020,TV-MA,49,7.3,9391
tm433462,We Summon the Darkness,MOVIE,2020,R,91,5.2,10056
tm441232,Someone Great,MOVIE,2019,R,92,6.2,21501
tm464662,Tread,MOVIE,2020,,88,7.1,2861
tm417055,Radium Girls,MOVIE,2020,,102,6.2,1659
tm456156,Sweetheart,MOVIE,2019,PG-13,82,5.8,8074
ts83491,WHAT / IF,SHOW,2019,TV-MA,59,6.3,15135
tm886464,The Wrong Missy,MOVIE,2020,R,90,5.7,38647
tm853783,David Attenborough: A Life on Our Planet,MOVIE,2020,PG,83,9,31180
tm935309,Skylines,MOVIE,2020,R,113,4.7,7971
tm428557,The Laundromat,MOVIE,2019,R,96,6.3,49391
ts223404,It's Okay to Not Be Okay,SHOW,2020,TV-MA,76,8.6,21104
ts93054,Trinkets,SHOW,2019,TV-MA,26,7,10263
tm824477,Over the Moon,MOVIE,2020,PG,95,6.3,21562
tm435520,The Two Popes,MOVIE,2019,PG-13,125,7.6,120871
ts82851,Messiah,SHOW,2020,TV-MA,45,7.6,42018
ts216522,BEASTARS,SHOW,2019,TV-MA,23,7.7,9440
ts221749,Dorohedoro,SHOW,2020,TV-MA,24,8.1,7813
ts88469,Undercover,SHOW,2019,TV-MA,49,7.8,16773
tm285317,IO,MOVIE,2019,PG-13,96,4.7,33724
tm443179,All the Bright Places,MOVIE,2020,,108,6.5,28355
tm332071,Velvet Buzzsaw,MOVIE,2019,R,112,5.7,59491
ts90019,Bonding,SHOW,2019,TV-MA,17,7.1,15871
ts223981,Cheer,SHOW,2020,TV-MA,56,8.1,6145
tm857430,The Occupant,MOVIE,2020,R,103,6.4,16939
tm824331,Can You Keep a Secret?,MOVIE,2019,,94,5.3,16049
ts88283,Wu Assassins,SHOW,2019,TV-MA,44,6.4,12799
ts105441,Greatest Events of WWII in Colour,SHOW,2019,,50,8.7,8508
tm878333,PokÃ©mon the Movie: Secrets of the Jungle,MOVIE,2020,,99,6.4,1817
ts220751,Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,TV-PG,22,6.7,272
tm414341,The Red Sea Diving Resort,MOVIE,2019,R,129,6.6,28051
ts88485,Green Eggs and Ham,SHOW,2019,TV-Y7,28,8.1,2556
tm845496,Crip Camp: A Disability Revolution,MOVIE,2020,R,108,7.7,7264
tm446176,American Factory,MOVIE,2019,,110,7.4,21415
ts90937,Stateless,SHOW,2020,TV-14,53,7.5,9218
tm423666,The Wandering Earth,MOVIE,2019,PG-13,126,5.9,29840
ts219080,Caliphate,SHOW,2020,TV-MA,48,8.2,17735
ts250997,Down to Earth with Zac Efron,SHOW,2020,TV-PG,39,8,6446
tm458553,Wine Country,MOVIE,2019,R,103,5.4,20836
tm548602,Between Two Ferns: The Movie,MOVIE,2019,,82,6.1,31193
tm423140,Avengement,MOVIE,2019,,90,6.5,15426
ts237560,Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,7.1,23216
tm361998,The Wolf's Call,MOVIE,2019,,115,6.9,17236
tm418847,The Silence,MOVIE,2019,PG-13,91,5.3,43732
ts226468,Summertime,SHOW,2020,TV-MA,43,6,2573
ts86908,L.A.'s Finest,SHOW,2019,TV-14,47,6.1,7000
ts222835,Holiday Secrets,SHOW,2019,,38,6.5,1134
ts237111,Almost Happy,SHOW,2020,TV-MA,27,6.8,870
ts110703,Interior Design Masters,SHOW,2019,,57,6.4,1356
tm348403,A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,G,87,6.8,13267
ts255926,Dash & Lily,SHOW,2020,TV-14,25,7.5,16978
ts161737,Dare Me,SHOW,2019,TV-MA,43,6.6,5098
tm469193,Atlantics,MOVIE,2019,PG-13,106,6.7,9306
tm450262,Last Breath,MOVIE,2019,,85,7.7,5447
ts223344,The Gift,SHOW,2019,TV-MA,45,7,21582
tm449195,The Boy Who Harnessed the Wind,MOVIE,2019,,113,7.6,36805
tm307133,We Have Always Lived in the Castle,MOVIE,2019,,90,5.6,7063
tm498803,Spenser Confidential,MOVIE,2020,R,111,6.2,85270
tm411750,Doom: Annihilation,MOVIE,2019,R,97,3.7,9200
ts93611,October Faction,SHOW,2020,TV-MA,41,6.1,10854
ts255104,Deaf U,SHOW,2020,TV-MA,20,6.4,462
ts100116,Blown Away,SHOW,2019,TV-PG,25,7.1,2876
tm458467,Girl on the Third Floor,MOVIE,2019,,93,4.7,9823
ts100359,Medical Police,SHOW,2020,TV-MA,24,5.9,4136
tm446609,The Great Hack,MOVIE,2019,,114,7.1,22838
tm817709,Rocks,MOVIE,2019,,93,7.4,4552
ts243036,Selena: The Series,SHOW,2020,TV-PG,38,6.9,4435
ts106536,White Lines,SHOW,2020,TV-MA,55,6.6,16506
tm315255,Ip Man 4: The Finale,MOVIE,2019,PG,107,7,30694
tm361746,Ophelia,MOVIE,2019,PG-13,106,6.6,10357
tm813695,After We Collided,MOVIE,2020,R,105,5,29571
ts222455,The Devil Next Door,SHOW,2019,TV-MA,46,7.6,13084
ts225101,Start-Up,SHOW,2020,TV-14,80,8.1,9021
tm498034,The Last Blockbuster,MOVIE,2020,,86,6.7,5350
tm413660,In the Tall Grass,MOVIE,2019,,102,5.4,54391
ts89282,Toy Boy,SHOW,2019,TV-MA,61,6.5,7371
tm358770,Paradise Hills,MOVIE,2019,,95,5.3,22298
tm845484,Dick Johnson Is Dead,MOVIE,2020,PG-13,89,7.4,6390
tm934040,American Murder: The Family Next Door,MOVIE,2020,R,83,7.2,26355
tm443154,Rust Creek,MOVIE,2019,R,108,5.9,11136
ts236747,Middleditch & Schwartz,SHOW,2020,TV-MA,51,8.6,5147
ts116814,The Twelve,SHOW,2019,TV-MA,47,7.5,5005
tm355783,Eli,MOVIE,2019,R,98,5.8,34477
tm469991,I Lost My Body,MOVIE,2019,,81,7.5,31531
ts268608,The Ripper,SHOW,2020,TV-MA,49,7.1,9228
ts215691,Teenage Bounty Hunters,SHOW,2020,TV-MA,49,7.6,10821
tm375883,Klaus,MOVIE,2019,PG,97,8.1,141480
ts306090,GREAT PRETENDER,SHOW,2020,TV-MA,24,7.9,4635
tm471878,Fatima,MOVIE,2020,PG-13,113,6.6,3032
tm459742,Sword of Trust,MOVIE,2019,R,88,6.3,3558
ts88699,Northern Rescue,SHOW,2019,TV-14,43,7.1,4105
tm918706,The Sleepover,MOVIE,2020,,103,5.6,10198
ts251782,High Score,SHOW,2020,TV-14,42,7.4,7733
tm464351,The Last Thing He Wanted,MOVIE,2020,R,116,4.3,14716
ts215012,Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,24,8.3,5293
tm453099,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,,142,7.6,6550
tm893799,Lost Bullet,MOVIE,2020,,92,6.3,9264
tm426638,Vita & Virginia,MOVIE,2019,,110,5.7,3767
tm925584,The Vanished,MOVIE,2020,R,115,5.7,10011
ts225787,Unabomber: In His Own Words,SHOW,2020,TV-MA,43,7.2,3338
ts192440,Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,7.4,285
ts88296,Ares,SHOW,2020,TV-MA,29,5.7,4298
tm845549,The Reason I Jump,MOVIE,2020,,82,7.5,802
tm460829,Children of the Sea,MOVIE,2019,,112,6.5,2622
ts223126,The Confession Killer,SHOW,2019,TV-14,48,7.4,8733
tm325325,The Game Changers,MOVIE,2019,,88,7.8,19708
ts88262,Traitors,SHOW,2019,TV-MA,50,6.6,3020
ts236501,Valeria,SHOW,2020,TV-MA,41,6.5,5510
ts86726,Tidying Up with Marie Kondo,SHOW,2019,TV-PG,34,6.6,3529
tm918734,Concrete Cowboy,MOVIE,2020,R,111,6.3,8517
ts256309,Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,8,6140
ts89251,Tales of the City,SHOW,2019,TV-MA,56,7.4,7715
tm437221,Charlie Says,MOVIE,2019,R,104,5.9,4256
tm840438,Mike Birbiglia: The New One,MOVIE,2019,,85,7.7,1815
ts105645,Historical Roasts,SHOW,2019,TV-MA,29,5.3,1675
tm817504,1BR,MOVIE,2019,,90,5.8,11983
tm827216,Bill Burr: Paper Tiger,MOVIE,2019,,67,8.1,10649
ts225718,La RÃ©volution,SHOW,2020,TV-MA,46,6.6,5512
tm369389,The Silence of Others,MOVIE,2019,,95,8,2048
tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,2020,,102,4.9,11304
ts252856,Challenger: The Final Flight,SHOW,2020,TV-14,45,7.8,6778
tm828069,Calm with Horses,MOVIE,2020,,100,6.8,5396
tm852097,A Whisker Away,MOVIE,2020,,104,6.7,9353
tm471967,Lost Girls,MOVIE,2020,R,95,6.1,21040
tm974366,We Can Be Heroes,MOVIE,2020,PG,97,4.7,14401
ts215178,Grand Army,SHOW,2020,TV-MA,52,7.5,6279
tm828317,Tell Me Who I Am,MOVIE,2019,,85,7.6,14215
tm432022,Violet Evergarden: The Movie,MOVIE,2020,PG,140,8.3,5631
ts93066,The I-Land,SHOW,2019,TV-MA,40,4.6,16918
ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,7.4,16649
ts104840,Skylines,SHOW,2019,TV-MA,60,7.5,2627
tm455568,Paddleton,MOVIE,2019,R,89,7.1,13419
ts219162,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,7.9,10776
tm952590,What Lies Below,MOVIE,2020,,87,4.3,8125
tm931686,Vampires vs. the Bronx,MOVIE,2020,PG-13,86,5.7,9627
ts254592,Song Exploder,SHOW,2020,TV-MA,27,7.4,758
ts81646,Chambers,SHOW,2019,TV-MA,44,6.4,8380
ts219561,"The Mind, Explained",SHOW,2019,TV-14,21,8,5230
ts91039,The Chef Show,SHOW,2019,TV-MA,26,8.2,5025
tm812916,The Stronghold,MOVIE,2020,,105,6.9,9422
ts92547,Rise of Empires: Ottoman,SHOW,2020,,45,7.9,22045
ts113506,The Last Czars,SHOW,2019,TV-MA,45,7.3,8096
tm898474,The Swarm,MOVIE,2020,,101,5.3,6710
tm935895,The Life Ahead,MOVIE,2020,PG-13,94,6.8,14021
ts87471,Darwin's Game,SHOW,2020,TV-14,23,7.3,2284
ts89744,How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,7.9,30734
tm447159,The Kindness of Strangers,MOVIE,2019,,112,6.4,3515
tm852996,Captain Underpants: Epic Choice-o-rama,MOVIE,2020,,37,6.4,80
ts225912,Biohackers,SHOW,2020,TV-MA,42,6.8,9346
tm676311,Sightless,MOVIE,2020,,89,5.5,8113
tm893480,Project Power,MOVIE,2020,R,111,6,83973
ts250912,Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,7.1,7215
ts190462,Gentefied,SHOW,2020,TV-MA,30,7.3,2641
ts187541,Hotel Del Luna,SHOW,2019,TV-14,80,8.2,7832
ts105542,The Baker and the Beauty,SHOW,2020,TV-14,44,7.5,4160
ts89075,Her Private Life,SHOW,2019,TV-14,74,7.7,3665
tm420455,Rim of the World,MOVIE,2019,PG,99,5.2,23651
ts237109,Control Z,SHOW,2020,TV-MA,36,6.9,8235
ts86978,Power Rangers Beast Morphers,SHOW,2019,TV-Y7,23,6.5,585
tm924991,Death of Me,MOVIE,2020,R,95,4.4,6041
ts215046,Capitani,SHOW,2019,TV-MA,28,6.6,4355
tm846964,A Fall from Grace,MOVIE,2020,,120,5.8,15029
tm436778,The Best of Enemies,MOVIE,2019,PG-13,133,7.3,16441
ts189422,Home for Christmas,SHOW,2019,TV-MA,29,7.7,13670
ts88151,Quicksand,SHOW,2019,TV-MA,46,7.5,21077
ts223589,"Sex, Explained",SHOW,2020,TV-MA,22,6.9,3177
tm847998,Hubie Halloween,MOVIE,2020,PG-13,103,5.2,47588
ts275111,Rainbow High,SHOW,2020,TV-Y,6,6.4,116
tm814671,Secret Obsession,MOVIE,2019,,97,4.4,21011
ts237513,Ju-On: Origins,SHOW,2020,TV-MA,29,6.1,4467
tm844250,Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,7.5,14839
tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,PG-13,80,7,5211
tm936236,Cadaver,MOVIE,2020,,86,5.1,9608
tm890660,The Paramedic,MOVIE,2020,,94,5.7,12092
ts88721,Special,SHOW,2019,TV-MA,26,7.6,9202
ts103209,Exhibit A,SHOW,2019,TV-14,36,6.3,1030
ts223240,Itaewon Class,SHOW,2020,TV-MA,69,8.2,12030
tm465724,See You Yesterday,MOVIE,2019,,87,5.2,10663
ts87008,Turn Up Charlie,SHOW,2019,TV-MA,26,7.1,7251
ts89119,The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,6.6,10286
ts242820,Floor is Lava,SHOW,2020,TV-Y7,30,5.3,2135
tm370530,Ride Like a Girl,MOVIE,2019,PG,98,7,3865
tm845415,Miss Americana,MOVIE,2020,R,85,7.4,19151
tm827142,Dave Chappelle: Sticks & Stones,MOVIE,2019,R,65,8.4,25687
tm922788,The Babysitter: Killer Queen,MOVIE,2020,R,142,5.8,37462
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020,PG-13,102,6,37072
tm822246,The Forty-Year-Old Version,MOVIE,2020,R,123,7.2,4940
ts251028,Detention,SHOW,2020,TV-MA,49,6.3,496
tm315348,Triple Threat,MOVIE,2019,R,96,5.6,11115
tm849005,The Willoughbys,MOVIE,2020,PG,92,6.3,17878
ts106015,Kengan Ashura,SHOW,2019,TV-MA,24,8,4719
tm839411,Me Against You: Mr. S's Vendetta,MOVIE,2020,,64,1.7,362
ts89832,Abyss,SHOW,2019,TV-14,61,7.1,2131
tm446625,Miles Davis: Birth of the Cool,MOVIE,2019,,115,7.4,1771
tm827501,Tall Girl,MOVIE,2019,PG,101,5.2,23071
